protein_id	locus_tag	gene_length
AQZ92388.1	B4U62_18925	1098
AQZ92389.1	B4U62_18930	327
AQZ92390.1	B4U62_18935	231
AQZ92391.1	B4U62_18940	483
AQZ92392.1	B4U62_18945	2874
AQZ92393.1	B4U62_18950	1986
AQZ92394.1	B4U62_18955	231
AQZ92395.1	B4U62_18960	2496
AQZ92396.1	B4U62_18965	570
AQZ92397.1	B4U62_18970	1335
AQZ92398.1	B4U62_18975	1194
AQZ92399.1	B4U62_18980	336
AQZ92400.1	B4U62_18985	1443
AQZ93135.1	B4U62_18990	891
AQZ92401.1	B4U62_18995	687
AQZ92402.1	B4U62_19000	339
AQZ92403.1	B4U62_19005	846
AQZ92404.1	B4U62_19015	2526
AQZ92405.1	B4U62_19020	570
AQZ92406.1	B4U62_19025	378
AQZ92407.1	B4U62_19030	342
AQZ92408.1	B4U62_19035	402
AQZ92409.1	B4U62_19040	1497
AQZ92410.1	B4U62_19045	330
AQZ92411.1	B4U62_19050	915
AQZ92412.1	B4U62_19055	225
AQZ92413.1	B4U62_19060	432
AQZ92414.1	B4U62_19065	576
AQZ92415.1	B4U62_19070	897
AQZ92416.1	B4U62_19075	1524
AQZ92417.1	B4U62_19080	483
AQZ92418.1	B4U62_19085	267
AQZ92419.1	B4U62_19090	420
AQZ93136.1	B4U62_19095	690
AQZ92420.1	B4U62_19100	297
AQZ92421.1	B4U62_19105	1392
AQZ92422.1	B4U62_19110	846
AQZ92423.1	B4U62_19115	690
AQZ92424.1	B4U62_19120	1158
AQZ92425.1	B4U62_19125	654
AQZ92426.1	B4U62_19130	1176
AQZ92427.1	B4U62_19135	1077
AQZ93137.1	B4U62_19140	1194
AQZ92428.1	B4U62_19145	759
AQZ92429.1	B4U62_19150	681
AQZ92430.1	B4U62_19155	1467
AQZ93138.1	B4U62_19160	1386
AQZ92431.1	B4U62_19165	1170
AQZ93139.1	B4U62_19170	1452
AQZ92432.1	B4U62_19175	660
AQZ92433.1	B4U62_19180	1491
AQZ92434.1	B4U62_19185	2118
AQZ92435.1	B4U62_19190	309
AQZ92436.1	B4U62_19195	921
AQZ92437.1	B4U62_19200	1143
AQZ92438.1	B4U62_19205	879
AQZ92439.1	B4U62_19215	2703
AQZ92440.1	B4U62_19220	1341
AQZ92441.1	B4U62_19225	207
AQZ92442.1	B4U62_19230	105
AQZ92443.1	B4U62_19235	102
AQZ92444.1	B4U62_19240	597
AQZ92445.1	B4U62_19245	1584
AQZ92446.1	B4U62_19250	828
AQZ92447.1	B4U62_19255	2241
AQZ92448.1	B4U62_19260	2022
AQZ92449.1	B4U62_19265	390
AQZ92450.1	B4U62_19270	771
AQZ92451.1	B4U62_19275	1146
AQZ92452.1	B4U62_19280	1329
AQZ92453.1	B4U62_19285	2643
AQZ92454.1	B4U62_19290	951
AQZ92455.1	B4U62_19295	1452
AQZ92456.1	B4U62_19300	1107
AQZ92457.1	B4U62_19305	1125
AQZ92458.1	B4U62_19310	1374
AQZ92459.1	B4U62_19315	969
AQZ92460.1	B4U62_19320	861
AQZ92461.1	B4U62_19325	1242
AQZ92462.1	B4U62_19330	168
AQZ92463.1	B4U62_19335	1143
AQZ92464.1	B4U62_19340	450
AQZ92465.1	B4U62_19345	1182
AQZ92466.1	B4U62_19350	195
AQZ92467.1	B4U62_19355	981
AQZ92468.1	B4U62_19360	882
AQZ92469.1	B4U62_19365	396
AQZ92470.1	B4U62_19370	1482
AQZ92471.1	B4U62_19375	969
AQZ92472.1	B4U62_19380	918
AQZ92473.1	B4U62_19385	537
AQZ92474.1	B4U62_19390	297
AQZ92475.1	B4U62_19395	528
AQZ92476.1	B4U62_19400	768
AQZ92477.1	B4U62_19405	1713
AQZ92478.1	B4U62_19410	909
AQZ92479.1	B4U62_19415	1329
AQZ92480.1	B4U62_19420	678
AQZ92481.1	B4U62_19425	1143
AQZ92482.1	B4U62_19430	1089
AQZ92483.1	B4U62_19435	588
AQZ92484.1	B4U62_19440	618
AQZ92485.1	B4U62_19445	336
AQZ92486.1	B4U62_19450	1578
AQZ92487.1	B4U62_19455	477
AQZ92488.1	B4U62_19460	594
AQZ92489.1	B4U62_19465	537
AQZ92490.1	B4U62_19470	222
AQZ92491.1	B4U62_19475	546
AQZ92492.1	B4U62_19480	882
AQZ92493.1	B4U62_19485	717
AQZ92494.1	B4U62_19490	465
AQZ92495.1	B4U62_19495	1809
AQZ92496.1	B4U62_19500	261
AQZ92497.1	B4U62_19505	423
AQZ92498.1	B4U62_19510	180
AQZ92499.1	B4U62_19515	786
AQZ92500.1	B4U62_19520	1323
AQZ92501.1	B4U62_19525	765
AQZ92502.1	B4U62_19530	714
AQZ92503.1	B4U62_19535	747
AQZ92504.1	B4U62_19540	144
AQZ92505.1	B4U62_19545	1611
AQZ92506.1	B4U62_19550	2769
AQZ92507.1	B4U62_19555	183
AQZ92508.1	B4U62_19560	858
AQZ92509.1	B4U62_19565	777
AQZ92510.1	B4U62_19570	342
AQZ92511.1	B4U62_19575	384
AQZ92512.1	B4U62_19580	411
AQZ92513.2	B4U62_19585	309
AQZ92514.2	B4U62_19590	837
AQZ93140.1	B4U62_19595	393
AQZ92515.1	B4U62_19600	426
AQZ92516.1	B4U62_19605	1065
AQZ92517.1	B4U62_19610	810
AQZ92518.1	B4U62_19615	813
AQZ92519.1	B4U62_19620	1002
AQZ92520.1	B4U62_19625	282
AQZ92521.1	B4U62_19630	111
AQZ92522.1	B4U62_19635	414
AQZ92523.1	B4U62_19640	1191
AQZ92524.1	B4U62_19645	1407
AQZ92525.1	B4U62_19650	1473
AQZ93141.1	B4U62_19655	1359
AQZ92526.1	B4U62_19660	570
AQZ92527.1	B4U62_19665	465
AQZ92528.1	B4U62_19670	1215
AQZ92529.1	B4U62_19675	351
AQZ92530.1	B4U62_19680	582
AQZ92531.1	B4U62_19685	423
AQZ92532.1	B4U62_19690	852
AQZ93142.1	B4U62_19695	492
AQZ92533.1	B4U62_19700	519
AQZ92534.1	B4U62_19705	435
AQZ92535.1	B4U62_19710	1449
AQZ92536.1	B4U62_19715	774
AQZ92537.1	B4U62_19720	384
AQZ92538.1	B4U62_19725	642
AQZ92539.1	B4U62_19730	402
AQZ92540.1	B4U62_19735	1710
AQZ92541.1	B4U62_19740	375
AQZ92542.1	B4U62_19745	318
AQZ92543.1	B4U62_19755	183
AQZ92544.1	B4U62_19760	189
AQZ93143.1	B4U62_19765	501
AQZ92545.1	B4U62_19770	1134
AQZ92546.1	B4U62_19775	186
AQZ92547.1	B4U62_19780	1026
AQZ92548.1	B4U62_19785	789
AQZ92549.1	B4U62_19790	162
AQZ92550.1	B4U62_19795	675
AQZ92551.1	B4U62_19800	261
AQZ92552.1	B4U62_19805	684
AQZ92553.1	B4U62_19810	1032
AQZ92554.1	B4U62_19815	1311
AQZ92555.1	B4U62_19820	741
AQZ92556.1	B4U62_19825	231
AQZ92557.1	B4U62_19830	474
AQZ92558.1	B4U62_19835	399
AQZ92559.1	B4U62_19840	1422
AQZ92560.1	B4U62_19845	864
AQZ92561.1	B4U62_19850	1509
AQZ92562.1	B4U62_19855	546
AQZ92563.1	B4U62_19860	513
AQZ92564.1	B4U62_19865	213
AQZ92565.1	B4U62_19870	735
AQZ92566.1	B4U62_19875	384
AQZ92567.1	B4U62_19880	630
AQZ92568.1	B4U62_19885	1248
AQZ92569.1	B4U62_19890	543
AQZ92570.1	B4U62_19895	450
AQZ92571.1	B4U62_19900	453
AQZ92572.1	B4U62_19905	558
AQZ92573.1	B4U62_19910	1041
AQZ92574.1	B4U62_19915	444
AQZ92575.1	B4U62_19920	675
AQZ92576.1	B4U62_19925	363
AQZ92577.1	B4U62_19930	288
AQZ92578.1	B4U62_19935	867
AQZ92579.1	B4U62_19940	1071
AQZ92580.1	B4U62_19945	387
AQZ92581.1	B4U62_19950	555
AQZ92582.1	B4U62_19955	960
AQZ92583.1	B4U62_19960	1749
AQZ92584.1	B4U62_19965	588
AQZ92585.1	B4U62_19970	201
AQZ92586.1	B4U62_19975	1284
AQZ92587.1	B4U62_19980	966
AQZ92588.1	B4U62_19985	1290
AQZ92589.1	B4U62_19990	639
AQZ92590.1	B4U62_19995	858
AQZ92591.1	B4U62_20000	375
AQZ92592.1	B4U62_20005	522
AQZ92593.1	B4U62_20010	1608
AQZ92594.1	B4U62_20015	522
AQZ92595.1	B4U62_20020	1140
AQZ92596.1	B4U62_20025	2118
AQZ92597.1	B4U62_20030	1197
AQZ92598.1	B4U62_20035	963
AQZ92599.1	B4U62_20040	273
AQZ92600.1	B4U62_20045	525
AQZ92601.1	B4U62_20050	1728
AQZ92602.1	B4U62_20055	1503
AQZ92603.1	B4U62_20065	672
AQZ92604.1	B4U62_20070	555
AQZ92605.1	B4U62_20075	1464
AQZ92606.1	B4U62_20080	3687
AQZ92607.1	B4U62_20085	477
AQZ92608.1	B4U62_20090	720
AQZ92609.1	B4U62_20095	717
AQZ92610.1	B4U62_20100	1188
AQZ92611.1	B4U62_20105	1671
AQZ92612.1	B4U62_20110	429
AQZ92613.1	B4U62_20115	132
AQZ92614.1	B4U62_20120	153
AQZ92615.1	B4U62_20125	1347
AQZ92616.1	B4U62_20130	162
AQZ92617.1	B4U62_20135	720
AQZ92618.1	B4U62_20140	1311
AQZ93144.1	B4U62_20145	1161
AQZ92619.1	B4U62_20150	1281
AQZ92620.1	B4U62_20155	702
AQZ92621.1	B4U62_20160	1377
AQZ92622.1	B4U62_20165	1356
AQZ92623.1	B4U62_20170	231
AQZ92624.1	B4U62_20175	1146
AQZ92625.1	B4U62_20180	120
AQZ92626.1	B4U62_20185	474
AQZ92627.1	B4U62_20190	873
AQZ92628.1	B4U62_20195	831
AQZ92629.1	B4U62_20200	2076
AQZ92630.1	B4U62_20210	519
AQZ92631.1	B4U62_20215	660
AQZ92632.1	B4U62_20220	189
AQZ92633.1	B4U62_20225	420
AQZ92634.1	B4U62_20230	1917
AQZ92635.1	B4U62_20235	1401
AQZ92636.1	B4U62_20240	471
AQZ92637.1	B4U62_20245	501
AQZ92638.1	B4U62_20250	1302
AQZ92639.1	B4U62_20255	225
AQZ92640.1	B4U62_20260	777
AQZ92641.1	B4U62_20265	891
AQZ92642.1	B4U62_20270	846
AQZ92643.1	B4U62_20275	900
AQZ92644.1	B4U62_20280	972
AQZ93145.1	B4U62_20285	750
AQZ92645.1	B4U62_20290	780
AQZ92646.1	B4U62_20295	1200
AQZ92647.1	B4U62_20300	1185
AQZ92648.1	B4U62_20305	1419
AQZ92649.1	B4U62_20310	768
AQZ92650.1	B4U62_20315	708
AQZ92651.1	B4U62_20320	615
AQZ92652.1	B4U62_20325	1239
AQZ92653.1	B4U62_20330	1413
AQZ92654.1	B4U62_20335	1701
AQZ92655.1	B4U62_20340	1548
AQZ92656.1	B4U62_20345	1275
AQZ92657.1	B4U62_20350	465
AQZ92658.1	B4U62_20355	456
AQZ92659.1	B4U62_20360	852
AQZ92660.1	B4U62_20365	948
AQZ92661.1	B4U62_20370	741
AQZ92662.1	B4U62_20375	1020
AQZ92663.1	B4U62_20380	723
AQZ92664.1	B4U62_20385	1122
AQZ92665.1	B4U62_20390	870
AQZ92666.1	B4U62_20395	1170
AQZ92667.1	B4U62_20400	1425
AQZ92668.1	B4U62_20405	771
AQZ92669.1	B4U62_20410	180
AQZ92670.1	B4U62_20415	546
AQZ92671.1	B4U62_20420	372
AQZ92672.1	B4U62_20425	1323
AQZ92673.1	B4U62_20430	357
AQZ92674.1	B4U62_20435	1371
AQZ92675.1	B4U62_20440	678
AQZ92676.1	B4U62_20445	807
AQZ92677.1	B4U62_20450	534
AQZ92678.1	B4U62_20455	636
AQZ92679.1	B4U62_20460	339
AQZ92680.1	B4U62_20465	816
AQZ92681.1	B4U62_20470	249
AQZ92682.1	B4U62_20475	1440
AQZ92683.1	B4U62_20480	1386
AQZ92684.1	B4U62_20485	771
AQZ92685.1	B4U62_20490	831
AQZ93146.1	B4U62_20495	303
AQZ92686.1	B4U62_20500	2421
AQZ92687.1	B4U62_20505	1002
AQZ92688.1	B4U62_20510	750
AQZ92689.1	B4U62_20515	1182
AQZ92690.1	B4U62_20520	264
AQZ92691.1	B4U62_20525	375
AQZ92692.1	B4U62_20530	615
AQZ92693.1	B4U62_20535	1950
AQZ93147.1	B4U62_20540	966
AQZ93148.1	B4U62_20545	246
AQZ92694.1	B4U62_20550	1542
AQZ92695.1	B4U62_20555	1173
AQZ92696.1	B4U62_20560	384
AQZ92697.1	B4U62_20565	672
AQZ92698.1	B4U62_20570	159
AQZ92699.1	B4U62_20575	309
AQZ92700.1	B4U62_20580	1542
AQZ92701.1	B4U62_20585	603
AQZ92702.1	B4U62_20590	1251
AQZ92703.1	B4U62_20595	1158
AQZ92704.1	B4U62_20600	1446
AQZ92705.1	B4U62_20605	669
AQZ92706.1	B4U62_20610	819
AQZ92707.1	B4U62_20615	906
AQZ92708.1	B4U62_20620	387
AQZ92709.1	B4U62_20625	678
AQZ92710.1	B4U62_20630	1200
AQZ92711.1	B4U62_20635	198
AQZ92712.1	B4U62_20640	1191
AQZ92713.1	B4U62_20645	381
AQZ92714.1	B4U62_20650	678
AQZ92715.1	B4U62_20655	1335
AQZ92716.1	B4U62_20660	1938
AQZ92717.1	B4U62_20665	1380
AQZ92718.1	B4U62_20670	843
AQZ92719.1	B4U62_20675	861
AQZ92720.1	B4U62_20680	714
AQZ92721.1	B4U62_20685	516
AQZ92722.1	B4U62_20690	1242
AQZ92723.1	B4U62_20695	1368
AQZ92724.1	B4U62_20700	633
AQZ92725.1	B4U62_20705	936
AQZ92726.1	B4U62_20715	150
AQZ92727.1	B4U62_20720	1512
AQZ92728.1	B4U62_20725	1188
AQZ92729.1	B4U62_20730	237
AQZ92730.1	B4U62_20735	1179
AQZ92731.1	B4U62_20740	759
AQZ92732.1	B4U62_20745	1092
AQZ92733.1	B4U62_20750	1329
AQZ92734.1	B4U62_20755	333
AQZ92735.1	B4U62_20760	1359
AQZ92736.1	B4U62_20765	309
AQZ92737.1	B4U62_20770	1926
AQZ92738.1	B4U62_20775	159
AQZ92739.1	B4U62_20780	591
AQZ92740.1	B4U62_20785	1644
AQZ92741.1	B4U62_20790	1203
AQZ92742.1	B4U62_20795	777
AQZ92743.1	B4U62_20800	888
AQZ92744.1	B4U62_20805	189
AQZ92745.1	B4U62_20810	207
AQZ92746.1	B4U62_20815	321
AQZ92747.1	B4U62_20820	537
AQZ92748.1	B4U62_20825	1374
AQZ92749.1	B4U62_20830	831
AQZ92750.1	B4U62_20835	1728
AQZ92751.1	B4U62_20840	1704
AQZ92752.1	B4U62_20845	1017
AQZ92753.1	B4U62_20850	1407
AQZ92754.1	B4U62_20855	1353
AQZ92755.1	B4U62_20860	1689
AQZ92756.1	B4U62_20865	201
AQZ92757.1	B4U62_20870	840
AQZ92758.1	B4U62_20875	1098
AQZ92759.1	B4U62_20880	894
AQZ92760.1	B4U62_20885	1458
AQZ92761.1	B4U62_20890	837
AQZ92762.1	B4U62_20895	642
AQZ92763.1	B4U62_20900	1020
AQZ92764.1	B4U62_20905	507
AQZ92765.1	B4U62_20910	876
AQZ92766.1	B4U62_20915	474
AQZ92767.1	B4U62_20920	1221
AQZ92768.1	B4U62_20925	657
AQZ92769.1	B4U62_20930	1233
AQZ92770.1	B4U62_20935	264
AQZ92771.1	B4U62_20940	489
AQZ92772.1	B4U62_20945	1134
AQZ92773.1	B4U62_20950	1137
AQZ92774.1	B4U62_20955	774
AQZ92775.1	B4U62_20960	651
AQZ92776.1	B4U62_20965	717
AQZ92777.1	B4U62_20970	1419
AQZ92778.1	B4U62_20975	849
AQZ92779.1	B4U62_20980	1194
AQZ92780.1	B4U62_20990	291
AQZ92781.1	B4U62_20995	2061
AQZ92782.1	B4U62_21000	1281
AQZ92783.1	B4U62_21005	729
AQZ92784.1	B4U62_21010	834
AQZ92785.1	B4U62_21015	681
AQZ92786.1	B4U62_21020	1287
AQZ92787.1	B4U62_21025	1440
AQZ92788.1	B4U62_21030	1149
AQZ92789.1	B4U62_21035	189
AQZ92790.1	B4U62_21040	132
AQZ92791.1	B4U62_21045	462
AQZ92792.1	B4U62_21050	297
AQZ92793.1	B4U62_21055	489
AQZ92794.1	B4U62_21060	453
AQZ92795.1	B4U62_21065	330
AQZ92796.1	B4U62_21070	417
AQZ92797.1	B4U62_21075	369
AQZ92798.1	B4U62_21080	471
AQZ92799.1	B4U62_21085	429
AQZ92800.1	B4U62_21090	7005
AQZ93149.1	B4U62_21095	936
AQZ92801.1	B4U62_21100	447
AQZ93150.1	B4U62_21105	1410
AQZ92802.1	B4U62_21110	1830
AQZ92803.1	B4U62_21115	309
AQZ92804.1	B4U62_21120	444
AQZ92805.1	B4U62_21125	1710
AQZ92806.1	B4U62_21130	270
AQZ92807.1	B4U62_21135	366
AQZ92808.1	B4U62_21140	1410
AQZ92809.1	B4U62_21145	165
AQZ92810.1	B4U62_21150	456
AQZ92811.1	B4U62_21155	1527
AQZ92812.1	B4U62_21160	1659
AQZ92813.1	B4U62_21165	1266
AQZ92814.1	B4U62_21170	960
AQZ92815.1	B4U62_21175	1428
AQZ92816.1	B4U62_21180	1302
AQZ92817.1	B4U62_21185	1182
AQZ92818.1	B4U62_21190	672
AQZ92819.1	B4U62_21195	942
AQZ92820.1	B4U62_21200	828
AQZ92821.1	B4U62_21205	1113
AQZ92822.1	B4U62_21210	1338
AQZ92823.1	B4U62_21215	1143
AQZ92824.1	B4U62_21220	750
AQZ92825.1	B4U62_21225	675
AQZ92826.1	B4U62_21230	795
AQZ92827.1	B4U62_21235	498
AQZ92828.1	B4U62_21240	1326
AQZ92829.1	B4U62_21245	228
AQZ92830.1	B4U62_21250	987
AQZ92831.1	B4U62_21255	813
AQZ92832.1	B4U62_21260	558
AQZ92833.1	B4U62_21265	435
AQZ92834.1	B4U62_21270	366
AQZ92835.1	B4U62_21275	354
AQZ92836.1	B4U62_21280	399
AQZ92837.1	B4U62_21285	966
AQZ92838.1	B4U62_21290	348
AQZ92839.1	B4U62_21295	1869
AQZ92840.1	B4U62_21300	774
AQZ92841.1	B4U62_21305	978
AQZ92842.1	B4U62_21310	690
AQZ92843.1	B4U62_21315	873
AQZ92844.1	B4U62_21320	837
AQZ92845.1	B4U62_21325	870
AQZ92846.1	B4U62_21330	1035
AQZ92847.1	B4U62_21335	1317
AQZ92848.1	B4U62_21340	894
AQZ92849.1	B4U62_21345	1914
AQZ92850.1	B4U62_21350	978
AQZ92851.1	B4U62_21355	816
AQZ92852.1	B4U62_21360	1464
AQZ92853.1	B4U62_21365	756
AQZ92854.1	B4U62_21370	933
AQZ92855.1	B4U62_21375	651
AQZ92856.1	B4U62_21380	309
AQZ92857.1	B4U62_21385	1386
AQZ92858.1	B4U62_21390	1881
AQZ92859.1	B4U62_21395	252
AQZ92860.1	B4U62_21400	822
AQZ92861.1	B4U62_21405	1143
AQZ92862.1	B4U62_21410	1338
AQZ92863.1	B4U62_21415	480
AQZ92864.1	B4U62_21420	993
AQZ92865.1	B4U62_21425	735
AQZ92866.1	B4U62_21430	270
AQZ92867.1	B4U62_21435	483
AQZ92868.1	B4U62_21440	2244
AQZ92869.1	B4U62_21445	1200
AQZ92870.1	B4U62_21450	1233
AQZ92871.1	B4U62_21455	426
AQZ92872.1	B4U62_21460	456
AQZ92873.1	B4U62_21465	1209
AQZ92874.1	B4U62_21470	1014
AQZ92875.1	B4U62_21475	576
AQZ92876.1	B4U62_21480	1071
AQZ92877.1	B4U62_21485	432
AQZ92878.1	B4U62_21490	405
AQZ92879.1	B4U62_21495	693
AQZ92880.1	B4U62_21500	1032
AQZ92881.1	B4U62_21505	1149
AQZ92882.1	B4U62_21510	732
AQZ92883.1	B4U62_21515	1542
AQZ92884.1	B4U62_21520	1347
AQZ92885.1	B4U62_21525	1407
AQZ92886.1	B4U62_21530	564
AQZ92887.1	B4U62_21535	1530
AQZ92888.1	B4U62_21540	1440
AQZ92889.1	B4U62_21545	231
AQZ92890.1	B4U62_21550	279
AQZ92891.1	B4U62_21555	711
AQZ92892.1	B4U62_21560	159
AQZ92893.1	B4U62_21565	723
AQZ92894.1	B4U62_21570	630
AQZ92895.1	B4U62_21575	759
AQZ92896.1	B4U62_21580	960
AQZ92897.1	B4U62_21585	150
AQZ92898.1	B4U62_21590	2016
AQZ92899.1	B4U62_21595	1761
AQZ92900.1	B4U62_21600	399
AQZ92901.1	B4U62_21605	1446
AQZ92902.1	B4U62_21610	480
AQZ92903.1	B4U62_21615	171
AQZ92904.1	B4U62_21620	414
AQZ92905.1	B4U62_21625	1227
AQZ92906.1	B4U62_21630	171
AQZ92907.1	B4U62_21635	249
AQZ92908.1	B4U62_21640	1164
AQZ92909.1	B4U62_21645	738
AQZ92910.1	B4U62_21650	471
AQZ92911.1	B4U62_21655	1098
AQZ92912.1	B4U62_21660	117
AQZ92913.1	B4U62_21665	891
AQZ92914.1	B4U62_21670	1404
AQZ92915.1	B4U62_21675	1206
AQZ92916.1	B4U62_21680	1386
AQZ92917.1	B4U62_21685	189
AQZ92918.1	B4U62_21695	1203
AQZ92919.1	B4U62_21700	795
AQZ92920.1	B4U62_21705	843
AQZ93151.1	B4U62_21710	1368
AQZ92921.1	B4U62_21715	1836
AQZ93152.1	B4U62_21720	708
AQZ92922.1	B4U62_21745	1293
AQZ92923.1	B4U62_21750	420
AQZ92924.1	B4U62_21755	1365
AQZ92925.1	B4U62_21760	201
AQZ92926.1	B4U62_21765	204
AQZ92927.1	B4U62_21770	141
AQZ92928.1	B4U62_21775	1209
AQZ92929.1	B4U62_21780	2058
AQZ92930.1	B4U62_21785	450
AQZ92931.1	B4U62_21790	1980
AQZ92932.1	B4U62_21795	930
AQZ92933.1	B4U62_21800	150
AQZ92934.1	B4U62_21805	483
AQZ92935.1	B4U62_21810	378
AQZ92936.1	B4U62_21815	930
AQZ92937.1	B4U62_21820	447
AQZ92938.1	B4U62_21825	321
AQZ92939.1	B4U62_21830	1308
AQZ92940.1	B4U62_21835	240
AQZ92941.1	B4U62_21840	186
AQZ92942.1	B4U62_21850	438
AQZ92943.1	B4U62_21855	756
AQZ92944.1	B4U62_21860	711
AQZ92945.1	B4U62_21865	756
AQZ92946.1	B4U62_21870	657
AQZ92947.1	B4U62_21875	789
AQZ92948.1	B4U62_21880	390
AQZ92949.1	B4U62_21885	840
AQZ92950.1	B4U62_21890	1215
AQZ92951.1	B4U62_21895	879
AQZ92952.1	B4U62_21900	444
AQZ92953.1	B4U62_21905	480
AQZ92954.1	B4U62_21910	663
AQZ92955.1	B4U62_21915	453
AQZ92956.1	B4U62_21920	447
AQZ92957.1	B4U62_21925	606
AQZ92958.1	B4U62_21930	522
AQZ92959.1	B4U62_21935	357
AQZ92960.1	B4U62_21940	567
AQZ92961.1	B4U62_21950	1377
AQZ92962.1	B4U62_21955	240
AQZ92963.1	B4U62_21960	417
AQZ92964.1	B4U62_21965	918
AQZ92965.1	B4U62_21970	2070
AQZ92966.1	B4U62_21975	900
AQZ92967.1	B4U62_21980	1356
AQZ92968.1	B4U62_21985	555
AQZ92969.1	B4U62_21990	381
AQZ92970.1	B4U62_21995	936
AQZ92971.1	B4U62_22000	759
AQZ92972.1	B4U62_22005	240
AQZ92973.1	B4U62_22010	519
AQZ92974.1	B4U62_22015	288
AQZ92975.1	B4U62_22020	1101
AQZ92976.1	B4U62_22025	2004
AQZ92977.1	B4U62_22030	207
AQZ93153.1	B4U62_22035	1017
AQZ92978.1	B4U62_22040	618
AQZ92979.1	B4U62_22045	849
AQZ92980.1	B4U62_22050	762
AQZ92981.1	B4U62_22055	441
AQZ92982.1	B4U62_22060	852
AQZ92983.1	B4U62_22065	720
AQZ92984.1	B4U62_22070	1887
AQZ92985.1	B4U62_22075	1380
AQZ92986.1	B4U62_22080	627
AQZ92987.1	B4U62_22085	786
AQZ92988.1	B4U62_22090	351
AQZ92989.1	B4U62_22095	135
AQZ93248.1	B4U62_22100	759
AQZ93154.1	B4U62_22110	624
AQZ93155.1	B4U62_22115	417
AQZ93156.1	B4U62_22120	1620
AQZ93157.1	B4U62_22125	978
AQZ93158.1	B4U62_22130	1359
AQZ93159.1	B4U62_22135	297
AQZ93160.1	B4U62_22140	270
AQZ93161.1	B4U62_22145	207
AQZ93162.1	B4U62_22150	480
AQZ93163.1	B4U62_22155	1668
AQZ93164.1	B4U62_22160	393
AQZ93165.1	B4U62_22165	2331
AQZ93166.1	B4U62_22170	1665
AQZ93167.1	B4U62_22175	5085
AQZ93168.1	B4U62_22180	327
AQZ93169.1	B4U62_22185	651
AQZ93170.1	B4U62_22190	405
AQZ93244.1	B4U62_22195	333
AQZ93171.1	B4U62_22200	339
AQZ93172.1	B4U62_22205	333
AQZ93173.1	B4U62_22210	216
AQZ93174.1	B4U62_22215	1149
AQZ93175.1	B4U62_22220	942
AQZ93176.1	B4U62_22225	1380
AQZ93177.1	B4U62_22230	1701
AQZ93178.1	B4U62_22245	492
AQZ93245.1	B4U62_22250	372
AQZ93179.1	B4U62_22255	180
AQZ93180.1	B4U62_22260	321
AQZ93181.1	B4U62_22265	1164
AQZ93182.1	B4U62_22270	840
AQZ93183.1	B4U62_22275	300
AQZ93184.1	B4U62_22280	1362
AQZ93185.1	B4U62_22285	522
AQZ93186.1	B4U62_22290	243
AQZ93187.1	B4U62_22295	336
AQZ93188.1	B4U62_22300	573
AQZ93189.1	B4U62_22305	1035
AQZ93190.1	B4U62_22310	699
AQZ93191.1	B4U62_22315	231
AQZ93192.1	B4U62_22320	525
AQZ93193.1	B4U62_22325	579
AQZ93194.1	B4U62_22330	777
AQZ93195.1	B4U62_22335	330
AQZ93196.1	B4U62_22340	255
AQZ93197.1	B4U62_22345	210
AQZ93246.1	B4U62_22350	528
AQZ93198.1	B4U62_22355	522
AQZ93199.1	B4U62_22360	363
AQZ93200.1	B4U62_22365	240
AQZ93201.1	B4U62_22370	1035
AQZ93202.1	B4U62_22375	2370
AQZ93203.1	B4U62_22380	1044
AQZ93204.1	B4U62_22385	426
AQZ93205.1	B4U62_22390	507
AQZ93206.1	B4U62_22395	387
AQZ93207.1	B4U62_22400	1053
AQZ93208.1	B4U62_22405	489
AQZ93209.1	B4U62_22410	1593
AQZ93210.1	B4U62_22415	1041
AQZ93211.1	B4U62_22420	204
AQZ93212.1	B4U62_22425	1752
AQZ93213.1	B4U62_22430	525
AQZ93214.1	B4U62_22435	459
AQZ93215.1	B4U62_22440	279
AQZ93216.1	B4U62_22445	561
AQZ93247.1	B4U62_22450	312
AQZ93217.1	B4U62_22455	462
AQZ93218.1	B4U62_22460	468
AQZ93219.1	B4U62_22465	237
AQZ93220.1	B4U62_22470	975
AQZ93221.1	B4U62_22475	453
AQZ93222.1	B4U62_22480	3843
AQZ93223.1	B4U62_22485	375
AQZ93224.1	B4U62_22490	210
AQZ93225.1	B4U62_22495	297
AQZ93226.1	B4U62_22500	549
AQZ93227.1	B4U62_22505	558
AQZ93228.1	B4U62_22510	600
AQZ93229.1	B4U62_22515	828
AQZ93230.1	B4U62_22520	282
AQZ93231.1	B4U62_22525	216
AQZ93232.1	B4U62_22530	588
AQZ93233.1	B4U62_22535	495
AQZ93234.1	B4U62_22540	864
AQZ93235.1	B4U62_22545	1917
AQZ93236.1	B4U62_22550	1995
AQZ93237.1	B4U62_22555	912
AQZ93238.1	B4U62_22560	294
AQZ93239.1	B4U62_22565	222
AQZ93240.1	B4U62_22570	459
AQZ93241.1	B4U62_22575	276
AQZ93242.1	B4U62_22580	330
AQZ93243.1	B4U62_22585	279
